id,%Time,WallTime,#Hits,IPC,Cycles/s,Instr/s,Flops/s,TOT_CYC,TOT_INS,L1_DCM,L2_DCM,L3_TCM,L1_ICM,VEC_DP,DP_OPS,VEC_SP,SP_OPS,TLB_DM,TLB_IM,Function,Scope,File
49,0.0,0.173,3,0.00,2003,1.571,715.0,348.0,0.273,24051.0,21696.0,1648.0,20895.0,62.0,62.0,0.0,0.0,0.0,0.0,rrtm_kgb13,USER,rrtm_kgb13.F90
50,0.0,0.107,2,0.23,2003,464.0,630.0,215.0,50.68,7.136,6.675,3.142,6351.0,13.774,55.076,0.0,0.0,0.0,0.0,read_input,USER,ecrad_driver_read_input.F90
51,0.0,0.100,2,2.65,2003,5305.0,17000.0,201.0,531.0,19.118,15.685,1.706,16811.0,346.0,1341.0,25478.0,25478.0,0.0,2367.0,calc_reflectance_transmittance_z_sw,USER,radiation_two_stream.F90
52,0.0,0.100,2,1.65,2003,3311.0,3140.0,201.0,332.0,18.646,22.33,0.428,94135.0,89.429,227.0,0.0,0.0,0.111,1901.0,srtm_taumol26,USER,srtm_taumol26.F90
53,0.0,0.100,2,1.81,2003,3629.0,17000.0,201.0,363.0,18.318,18.374,0.223,71435.0,379.0,1344.0,16440.0,16440.0,0.656,1849.0,delta_eddington_scat_od,USER,radiation_delta_eddington.h
54,0.0,0.100,2,1.21,2003,2420.0,0.0,201.0,242.0,8.097,7.877,5.957,3451.0,0.0,0.0,0.0,0.0,0.302,313.0,get_real_array3,USER,easy_netcdf.F90
55,0.0,0.100,2,0.56,2003,1120.0,0.0,201.0,112.0,14.551,12.297,6.913,1840.0,0.0,0.0,0.0,0.0,0.148,313.0,param_cloud_effective_separation_eta,USER,radiation_cloud.F90
56,0.0,0.100,2,1.66,2003,3321.0,1489.0,201.0,332.0,198.0,13.942,0.656,35959.0,50.909,101.482,16440.0,16440.0,0.724,2198.0,allocate_flux_type,USER,radiation_flux.F90
57,0.0,0.090,2,0.00,2003,2.395,3579.0,181.0,0.216,18661.0,20309.0,696.0,3565.0,161.0,161.0,0.0,0.0,0.0,0.0,rrtm_kgb3,USER,rrtm_kgb3.F90
58,0.0,0.056,1,0.67,2004,1348.0,1273.0,114.0,77.954,9.776,13.64,4.118,15529.0,14.77,58.858,0.0,0.0,0.0,0.0,consolidate_intervals,USER,radiation_config.F90
59,0.0,0.053,1,0.24,2005,480.0,0.444,107.0,26.049,6.455,3.847,2.245,6606.0,11846.0,12246.0,0.0,0.0,0.223,0.0,set_units_gas,USER,radiation_gas.F90
60,0.0,0.051,1,0.00,2004,1.134,0.0,103.0,59278.0,746.0,688.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,out_of_physical_bounds,USER,radiation_single_level.F90
61,0.0,0.050,1,0.00,2003,0.89,0.0,101.0,45673.0,3803.0,3260.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,partition_fluxes,USER,radsurf_intermediate.F90
62,0.0,0.050,1,0.87,2003,1751.0,0.641,101.0,89.605,5.136,5.223,0.165,48187.0,0.0,0.0,16396.0,16396.0,0.622,555.0,radiation_reverse,USER,radiation_interface.F90
63,0.0,0.050,1,1.93,2003,3865.0,0.0,101.0,194.0,125.0,5.056,0.285,6478.0,0.0,0.0,0.0,0.0,0.114,701.0,out_of_bounds_1d,USER,radiation_config.F90
64,0.0,0.048,1,0.00,2003,3.079,374.0,98.624,0.149,12855.0,14065.0,223.0,4820.0,9.0,9.0,0.0,0.0,0.0,0.0,rrtm_kgb11,USER,rrtm_kgb11.F90
65,0.0,0.034,1,0.00,2003,5.975,42.0,69.713,0.204,17417.0,17260.0,891.0,6435.0,0.59,0.841,0.0,0.0,0.0,0.0,allocate_aerosol_arrays_direct,USER,radiation_aerosol.F90
